market_slug,token_id
will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,28290293140018107764072370767749010110409017615323596573647425138985988593200
will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,30767812841387255642892182147223249245545002662653079696958384408588201824258
will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,40302938956091099752849867077837976978448552504757012372843872340644441002059
will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,54688507565884542490190759171719899637342914252863057837926715255559077706253
will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,11860607772349332991076953711276491732463246158502547301609855788223626456599
will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,11019686559003253359318459636510036787281809199165975947920974072245914352862
will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,58879299945592013948525261328444396601397408171613924748929269227017026499887
fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,56606480957388905488783515430819601640929432353106353680720689974997213777138
fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,53676785636700157256852250095826025029451888648974703429616395645714952970781
fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,78970393675220813117457137074949547635027336958817818487077806376171274244367
fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,39843382223032680172636234017143696377311711066819162700626001781924811983436
no-change-in-fed-interest-rates-after-october-2025-meeting,93649474745035786731233919003082633017639813911207879453624389467235918905276
no-change-in-fed-interest-rates-after-october-2025-meeting,20248532312255939043525932145429175719961770380347060601058184144030320732306
fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,60156625646569576964584621291475860303247825215466310280401996727843189574431
fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,75662380910516595836713877605277832183886163391379455962356909608435996726535
fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,17028788563275937059830939874003546190073058810431474110375077031370800019934
fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,95166409249079739012834275127072060861562026268167815182138169511714415463807
fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,44274863594881419064755425975616427905570818290480331177906247008783209380302
